|2000|,|1430708|,|C00000059|,|Hallmark Cards|,||,||,|  |,|     |,||,|C1400|,06/08/2000,1000.0,|C00341867|,,|C00341867|,|PI|,|J1200|,|A|,|M7 |,|P|,|20035983133|,|24K|,|C1400|,|PAC  |
|1996|,|1468002|,|C60000692|,|DNC/Non-Federal Unincorporated Assn Acct|,|OHIO DEMOCRATIC PARTY|,|COLUMBUS|,|OH|,|43215|,||,|Z5200|,10/21/1996,88044.0,,|D|,||,,,|N|,|30G|,|P|,|96031342827|,|20 |,|Z5200|,|PAC  |
|1996|,|1468003|,|C60000692|,|DNC/Non-Federal Unincorporated Assn Acct|,|OHIO DEMOCRATIC PARTY|,|COLUMBUS|,|OH|,|43215|,||,|Z5200|,10/24/1996,9953.0,,|D|,||,,,|N|,|30G|,|P|,|96031342827|,|20 |,|Z5200|,|PAC  |
|1996|,|1468004|,|C60000692|,|DNC/Non-Federal Unincorporated Assn Acct|,|OHIO DEMOCRATIC PARTY|,|COLUMBUS|,|OH|,|43215|,||,|Z5200|,10/25/1996,1125.0,,|D|,||,,,|N|,|30G|,|P|,|96031342827|,|20 |,|Z5200|,|PAC  |
|1996|,|1468005|,|C60000692|,|DNC/Non-Federal Unincorporated Assn Acct|,|OHIO DEMOCRATIC PARTY|,|COLUMBUS|,|OH|,|43215|,||,|Z5200|,10/23/1996,126730.0,,|D|,||,,,|N|,|30G|,|P|,|96031342827|,|20 |,|Z5200|,|PAC  |
|1996|,|1468006|,|C60000692|,|DNC/Non-Federal Unincorporated Assn Acct|,|OHIO DEMOCRATIC PARTY|,|COLUMBUS|,|OH|,|43215|,||,|Z5200|,11/04/1996,15000.0,,|D|,||,,,|N|,|30G|,|P|,|96031342827|,|20 |,|Z5200|,|PAC  |
|1996|,|1468007|,|C60000692|,|DNC/Non-Federal Unincorporated Assn Acct|,|OREGON DEMOCRATIC PARTY|,|PORTLAND|,|OR|,|97205|,||,|Z5200|,10/21/1996,3000.0,,|D|,||,,,|N|,|30G|,|P|,|96031342827|,|20 |,|Z5200|,|PAC  |
|1996|,|1468008|,|C60000692|,|DNC/Non-Federal Unincorporated Assn Acct|,|OREGON DEMOCRATIC PARTY|,|PORTLAND|,|OR|,|97205|,||,|Z5200|,10/22/1996,35000.0,,|D|,||,,,|N|,|30G|,|P|,|96031342828|,|20 |,|Z5200|,|PAC  |
|1996|,|1468009|,|C60000692|,|DNC/Non-Federal Unincorporated Assn Acct|,|OREGON DEMOCRATIC PARTY|,|PORTLAND|,|OR|,|97205|,||,|Z5200|,10/22/1996,30750.0,,|D|,||,,,|N|,|30G|,|P|,|96031342828|,|20 |,|Z5200|,|PAC  |
|1996|,|1468010|,|C60000692|,|DNC/Non-Federal Unincorporated Assn Acct|,|OREGON DEMOCRATIC PARTY|,|PORTLAND|,|OR|,|97205|,||,|Z5200|,10/29/1996,26000.0,,|D|,||,,,|N|,|30G|,|P|,|96031342828|,|20 |,|Z5200|,|PAC  |
|1996|,|1468011|,|C60000692|,|DNC/Non-Federal Unincorporated Assn Acct|,|OREGON DEMOCRATIC PARTY|,|PORTLAND|,|OR|,|97205|,||,|Z5200|,10/29/1996,4500.0,,|D|,||,,,|N|,|30G|,|P|,|96031342828|,|20 |,|Z5200|,|PAC  |
|1996|,|1468012|,|C60000692|,|DNC/Non-Federal Unincorporated Assn Acct|,|OREGON DEMOCRATIC PARTY|,|PORTLAND|,|OR|,|97205|,||,|Z5200|,10/30/1996,17000.0,,|D|,||,,,|N|,|30G|,|P|,|96031342828|,|20 |,|Z5200|,|PAC  |
|1996|,|1468013|,|C60000692|,|DNC/Non-Federal Unincorporated Assn Acct|,|OREGON DEMOCRATIC PARTY|,|PORTLAND|,|OR|,|97205|,||,|Z5200|,10/30/1996,4000.0,,|D|,||,,,|N|,|30G|,|P|,|96031342828|,|20 |,|Z5200|,|PAC  |
|1996|,|1468014|,|C60000692|,|DNC/Non-Federal Unincorporated Assn Acct|,|OREGON DEMOCRATIC PARTY|,|PORTLAND|,|OR|,|97205|,||,|Z5200|,11/01/1996,20000.0,,|D|,||,,,|N|,|30G|,|P|,|96031342828|,|20 |,|Z5200|,|PAC  |
|1996|,|1468015|,|C60000692|,|DNC/Non-Federal Unincorporated Assn Acct|,|OREGON DEMOCRATIC PARTY|,|PORTLAND|,|OR|,|97205|,||,|Z5200|,11/04/1996,3000.0,,|D|,||,,,|N|,|30G|,|P|,|96031342828|,|20 |,|Z5200|,|PAC  |
|1996|,|1468016|,|C60000692|,|DNC/Non-Federal Unincorporated Assn Acct|,|OREGON DEMOCRATIC PARTY|,|PORTLAND|,|OR|,|97205|,||,|Z5200|,10/24/1996,4728.0,,|D|,||,,,|N|,|30G|,|P|,|96031342829|,|20 |,|Z5200|,|PAC  |
|1996|,|1468017|,|C60000692|,|DNC/Non-Federal Unincorporated Assn Acct|,|OREGON DEMOCRATIC PARTY|,|PORTLAND|,|OR|,|97205|,||,|Z5200|,10/25/1996,3810.0,,|D|,||,,,|N|,|30G|,|P|,|96031342829|,|20 |,|Z5200|,|PAC  |
|1996|,|1468018|,|C60000692|,|DNC/Non-Federal Unincorporated Assn Acct|,|OREGON DEMOCRATIC PARTY|,|PORTLAND|,|OR|,|97205|,||,|Z5200|,10/29/1996,50000.0,,|D|,||,,,|N|,|30G|,|P|,|96031342829|,|20 |,|Z5200|,|PAC  |
|1996|,|1468019|,|C60000692|,|DNC/Non-Federal Unincorporated Assn Acct|,|OREGON DEMOCRATIC PARTY|,|PORTLAND|,|OR|,|97205|,||,|Z5200|,11/21/1996,5000.0,,|D|,||,,,|N|,|30G|,|P|,|96031342829|,|20 |,|Z5200|,|PAC  |
|1996|,|1468020|,|C60000692|,|DNC/Non-Federal Unincorporated Assn Acct|,|OREGON DEMOCRATIC PARTY|,|PORTLAND|,|OR|,|97205|,||,|Z5200|,10/28/1996,90000.0,,|D|,||,,,|N|,|30G|,|P|,|96031342829|,|20 |,|Z5200|,|PAC  |
|1996|,|1468021|,|C60000692|,|DNC/Non-Federal Unincorporated Assn Acct|,|OREGON WIN IN '96|,|PORTLAND|,|OR|,|97205|,||,|Z5200|,10/29/1996,20000.0,,|D|,||,,,|N|,|30G|,|P|,|96031342829|,|20 |,|Z5200|,|PAC  |
|1996|,|1468022|,|C60000692|,|DNC/Non-Federal Unincorporated Assn Acct|,|OH STATE PARTY|,|WASHINGTON|,|DC|,|20007|,||,|Z5200|,10/29/1996,745.0,,|D|,||,,,|N|,|30G|,|P|,|96031342831|,|20 |,|Z5200|,|PAC  |
|1996|,|1468023|,|C60000692|,|DNC/Non-Federal Unincorporated Assn Acct|,|OH STATE PARTY|,|WASHINGTON|,|DC|,|20007|,||,|Z5200|,11/12/1996,521.0,,|D|,||,,,|N|,|30G|,|P|,|96031342831|,|20 |,|Z5200|,|PAC  |
|1996|,|1468024|,|C60000692|,|DNC/Non-Federal Unincorporated Assn Acct|,|OR STATE PARTY|,|WASHINGTON|,|DC|,|20010|,||,|Z5200|,10/29/1996,607.0,,|D|,||,,,|N|,|30G|,|P|,|96031342831|,|20 |,|Z5200|,|PAC  |
|1996|,|1468025|,|C60000692|,|DNC/Non-Federal Unincorporated Assn Acct|,|OR STATE PARTY|,|WASHINGTON|,|DC|,|20010|,||,|Z5200|,11/12/1996,425.0,,|D|,||,,,|N|,|30G|,|P|,|96031342831|,|20 |,|Z5200|,|PAC  |
|1996|,|1468026|,|C60000692|,|DNC/Non-Federal Unincorporated Assn Acct|,|OH STATE PARTY|,|FORT WASHINGTON|,|MD|,|20744|,||,|Z5200|,10/29/1996,1821.0,,|D|,||,,,|N|,|30G|,|P|,|96031342831|,|20 |,|Z5200|,|PAC  |
|1996|,|1468027|,|C60000692|,|DNC/Non-Federal Unincorporated Assn Acct|,|OH STATE PARTY|,|FORT WASHINGTON|,|MD|,|20744|,||,|Z5200|,11/12/1996,1275.0,,|D|,||,,,|N|,|30G|,|P|,|96031342831|,|20 |,|Z5200|,|PAC  |
|1996|,|1139236|,|C60000700|,|Young Democrats of America Non-Federal|,|ILLINOIS YOUNG DEMOCRATS|,|CHICAGO|,|IL|,|60681|,||,|Z5200|,08/02/1996,2000.0,,|D|,||,,,|N|,|Q3 |,|P|,|96030842816|,|20 |,|Z5200|,|PAC  |
|1996|,|0572389|,|C60000734|,|Natural Law Party/Non-Federal|,|NATURAL LAW PARTY OF CALIFORNIA|,|DANVILLE|,|CA|,|94526|,||,|Z5300|,11/28/1995,7000.0,,,||,,,|N|,|YE |,|P|,|96030270826|,|20 |,|Z5300|,|PAC  |
|1996|,|0920317|,|C60000734|,|Natural Law Party/Non-Federal|,|NATURAL LAW PARTY OF GEORGIA|,|ATLANTA|,|GA|,|30318|,||,|Z5300|,06/13/1996,5000.0,,,||,,,|N|,|Q2 |,|P|,|96030652176|,|20 |,|Z5300|,|PAC  |
|1996|,|0920318|,|C60000734|,|Natural Law Party/Non-Federal|,|NATURAL LAW PARTY OF GEORGIA|,|ATLANTA|,|GA|,|30318|,||,|Z5300|,06/28/1996,3755.0,,,||,,,|N|,|Q2 |,|P|,|96030652176|,|20 |,|Z5300|,|PAC  |
|1996|,|0920319|,|C60000734|,|Natural Law Party/Non-Federal|,|NLP OF FLORIDA|,|SARASOTA|,|FL|,|34233|,||,|Z5300|,06/28/1996,1500.0,,,||,,,|N|,|Q2 |,|P|,|96030652176|,|20 |,|Z5300|,|PAC  |
|1996|,|1355536|,|C60000734|,|Natural Law Party/Non-Federal|,|NATURAL LAW PARTY OF CALIFORNIA|,|PALO ALTO|,|CA|,|94306|,||,|Z5300|,07/22/1996,3000.0,,,||,,,|N|,|Q3 |,|P|,|96030991066|,|20 |,|Z5300|,|PAC  |
|1996|,|1355537|,|C60000734|,|Natural Law Party/Non-Federal|,|NATURAL LAW PARTY OF FLORIDA|,|SARASOTA|,|FL|,|34233|,||,|Z5300|,07/15/1996,1100.0,,,||,,,|N|,|Q3 |,|P|,|96030991066|,|20 |,|Z5300|,|PAC  |
|1996|,|1355538|,|C60000734|,|Natural Law Party/Non-Federal|,|NATURAL LAW PARTY OF GEORGIA|,|ATLANTA|,|GA|,|30318|,||,|Z5300|,07/05/1996,2450.0,,,||,,,|N|,|Q3 |,|P|,|96030991066|,|20 |,|Z5300|,|PAC  |
|1996|,|1355539|,|C60000734|,|Natural Law Party/Non-Federal|,|NATURAL LAW PARTY OF WASHINGTON ST|,|BAINBRIDGE ISLAND|,|WA|,|98110|,||,|Z5300|,07/26/1996,6454.0,,,||,,,|N|,|Q3 |,|P|,|96030991066|,|20 |,|Z5300|,|PAC  |
|1996|,|1355540|,|C60000734|,|Natural Law Party/Non-Federal|,|BATTERSON, GREG|,|TACOMA|,|WA|,|98407|,||,|Z5300|,08/01/1996,200.0,,,||,,,|N|,|Q3 |,|P|,|96030991067|,|20 |,|Z5300|,|PAC  |
|1996|,|1355541|,|C60000734|,|Natural Law Party/Non-Federal|,|BRETT, BONITA|,|SEATTLE|,|WA|,|98199|,||,|Z5300|,08/01/1996,200.0,,,||,,,|N|,|Q3 |,|P|,|96030991067|,|20 |,|Z5300|,|PAC  |
|1996|,|1355542|,|C60000734|,|Natural Law Party/Non-Federal|,|BRETT, BONITA|,|SEATTLE|,|WA|,|98199|,||,|Z5300|,07/29/1996,271.0,,,||,,,|N|,|Q3 |,|P|,|96030991067|,|20 |,|Z5300|,|PAC  |
|1996|,|1355543|,|C60000734|,|Natural Law Party/Non-Federal|,|COACHMAN, LUANNE|,|KENT|,|WA|,|98032|,||,|Z5300|,08/01/1996,100.0,,,||,,,|N|,|Q3 |,|P|,|96030991067|,|20 |,|Z5300|,|PAC  |
|1996|,|1355544|,|C60000734|,|Natural Law Party/Non-Federal|,|COACHMAN, LUANNE|,|KENT|,|WA|,|98032|,||,|Z5300|,07/30/1996,920.0,,,||,,,|N|,|Q3 |,|P|,|96030991067|,|20 |,|Z5300|,|PAC  |
|1996|,|1355545|,|C60000734|,|Natural Law Party/Non-Federal|,|GRUENSTEIN, DAVID|,|TACOMA|,|WA|,|98408|,||,|Z5300|,08/01/1996,200.0,,,||,,,|N|,|Q3 |,|P|,|96030991067|,|20 |,|Z5300|,|PAC  |
|1996|,|1355546|,|C60000734|,|Natural Law Party/Non-Federal|,|HACKETT, MICHAEL|,|MARYSVILLE|,|WA|,|98270|,||,|Z5300|,08/01/1996,100.0,,,||,,,|N|,|Q3 |,|P|,|96030991067|,|20 |,|Z5300|,|PAC  |
|1996|,|1355547|,|C60000734|,|Natural Law Party/Non-Federal|,|HACKETT, MICHAEL|,|MARYSVILLE|,|WA|,|98270|,||,|Z5300|,08/01/1996,100.0,,,||,,,|N|,|Q3 |,|P|,|96030991067|,|20 |,|Z5300|,|PAC  |
|1996|,|1355548|,|C60000734|,|Natural Law Party/Non-Federal|,|HUDDLESTON, MICHAEL|,|BAINBRIDGE ISLAND|,|WA|,|98110|,||,|Z5300|,08/01/1996,200.0,,,||,,,|N|,|Q3 |,|P|,|96030991067|,|20 |,|Z5300|,|PAC  |
|1996|,|1355549|,|C60000734|,|Natural Law Party/Non-Federal|,|LEIBRANT, KAREN|,|EVERSON|,|WA|,|98247|,||,|Z5300|,08/01/1996,1000.0,,,||,,,|N|,|Q3 |,|P|,|96030991067|,|20 |,|Z5300|,|PAC  |
|1996|,|1355550|,|C60000734|,|Natural Law Party/Non-Federal|,|LEIPA, JASMINE|,|BELLINGHAM|,|WA|,|98225|,||,|Z5300|,08/01/1996,471.0,,,||,,,|N|,|Q3 |,|P|,|96030991067|,|20 |,|Z5300|,|PAC  |
|1996|,|0008255|,|C00000935|,|Boucher for Congress Cmte|,||,||,|  |,|     |,||,|Z1200|,01/27/1995,5000.0,|C00000935|,|D|,|C00178418|,|DP|,|Z5200|,|N|,|M2 |,|P|,|95015720056|,|18K|,|Z1200|,|PAC  |
|1996|,|0008256|,|C00000935|,|Citizens for John Olver for Congress|,||,||,|  |,|     |,||,|Z1200|,01/25/1995,5000.0,|C00000935|,|D|,|C00250860|,|DP|,|Z5200|,|N|,|M2 |,|P|,|95015720057|,|18K|,|Z1200|,|PAC  |
|1996|,|0008257|,|C00000935|,|Citizens for Cardiss Collins|,||,||,|  |,|     |,||,|Z1200|,01/31/1995,5000.0,|C00000935|,|D|,|C00055632|,|DP|,|Z5200|,|N|,|M2 |,|P|,|95015720057|,|18K|,|Z1200|,|PAC  |
|1996|,|0008258|,|C00000935|,|Citizens for Dave Obey|,||,||,|  |,|     |,||,|Z1200|,01/27/1995,5000.0,|C00000935|,|D|,|C00017830|,|DP|,|Z5200|,|N|,|M2 |,|P|,|95015720057|,|18K|,|Z1200|,|PAC  |
|1996|,|0008259|,|C00000935|,|American Postal Workers Union|,||,||,|  |,|     |,||,|L1500|,01/31/1995,15000.0,|C00000935|,|D|,|C00010322|,|DP|,|Z5200|,|N|,|M2 |,|P|,|95015720057|,|18K|,|L1500|,|PAC  |
|1996|,|0008260|,|C00000935|,|Cmte to Re-elect Harry Johnston|,||,||,|  |,|     |,||,|Z1200|,01/27/1995,5000.0,|C00000935|,|D|,|C00238402|,|DP|,|Z5200|,|N|,|M2 |,|P|,|95015720058|,|18K|,|Z1200|,|PAC  |
|1996|,|0008261|,|C00000935|,|Communications Workers of America|,||,||,|  |,|     |,||,|LC100|,01/20/1995,15000.0,|C00000935|,|D|,|C00002089|,|DP|,|Z5200|,|N|,|M2 |,|P|,|95015720058|,|18K|,|LC100|,|PAC  |
|1996|,|0008262|,|C00000935|,|Congressman Waxman Campaign Cmte|,||,||,|  |,|     |,||,|Z1200|,01/31/1995,5000.0,|C00000935|,|D|,|C00013128|,|DP|,|Z5200|,|N|,|M2 |,|P|,|95015720058|,|18K|,|Z1200|,|PAC  |
|1996|,|0008263|,|C00000935|,|Consolidated Freightways|,||,||,|  |,|     |,||,|T3100|,01/12/1995,2500.0,|C00000935|,|D|,|C00110759|,|DP|,|Z5200|,|N|,|M2 |,|P|,|95015720058|,|18K|,|T3100|,|PAC  |
|1996|,|0008264|,|C00000935|,|Costello for Congress Cmte|,||,||,|  |,|     |,||,|Z1200|,01/25/1995,5000.0,|C00000935|,|D|,|C00238444|,|DP|,|Z5200|,|N|,|M2 |,|P|,|95015720059|,|18K|,|Z1200|,|PAC  |
|1996|,|0008265|,|C00000935|,|Danner for Congress|,||,||,|  |,|     |,||,|Z1200|,01/27/1995,1000.0,|C00000935|,|D|,|C00264127|,|DP|,|Z5200|,|N|,|M2 |,|P|,|95015720059|,|18K|,|Z1200|,|PAC  |
|1996|,|0008266|,|C00000935|,|Dick Swett for Congress Cmte|,||,||,|  |,|     |,||,|Z1200|,01/20/1995,103.0,|C00000935|,|D|,|C00243501|,|DP|,|Z5200|,|N|,|M2 |,|P|,|95015720059|,|18K|,|Z1200|,|PAC  |
|1996|,|0008267|,|C00000935|,|Don Johnson for Congress|,||,||,|  |,|     |,||,|Z1200|,01/20/1995,42.0,|C00000935|,|D|,|C00254623|,|DP|,|Z5200|,|N|,|M2 |,|P|,|95015720059|,|18K|,|Z1200|,|PAC  |
|1996|,|0008268|,|C00000935|,|Durbin for Congress Cmte|,||,||,|  |,|     |,||,|Z1200|,01/27/1995,5000.0,|C00000935|,|D|,|C00148999|,|DP|,|Z5200|,|N|,|M2 |,|P|,|95015720060|,|18K|,|Z1200|,|PAC  |
|1996|,|0008269|,|C00000935|,|Effective Government Cmte|,||,||,|  |,|     |,||,|J2100|,01/31/1995,5000.0,|C00000935|,|D|,|C00190876|,|DP|,|Z5200|,|N|,|M2 |,|P|,|95015720060|,|18K|,|J2100|,|PAC  |
|1996|,|0008270|,|C00000935|,|Ernst & Young|,||,||,|  |,|     |,||,|F5100|,01/20/1995,15000.0,|C00000935|,|D|,|C00227744|,|DP|,|Z5200|,|N|,|M2 |,|P|,|95015720060|,|18K|,|F5100|,|PAC  |
|1996|,|0008271|,|C00000935|,|Eva Clayton Cmte for Congress|,||,||,|  |,|     |,||,|Z1200|,01/31/1995,5000.0,|C00000935|,|D|,|C00257543|,|DP|,|Z5200|,|N|,|M2 |,|P|,|95015720060|,|18K|,|Z1200|,|PAC  |
|1996|,|0008272|,|C00000935|,|Friends of Jim Oberstar|,||,||,|  |,|     |,||,|Z1200|,01/25/1995,5000.0,|C00000935|,|D|,|C00187419|,|DP|,|Z5200|,|N|,|M2 |,|P|,|95015720061|,|18K|,|Z1200|,|PAC  |
|1996|,|0008273|,|C00000935|,|Friends of Tom Bevill|,||,||,|  |,|     |,||,|Z1200|,01/25/1995,5000.0,|C00000935|,|D|,|C00013524|,|DP|,|Z5200|,|N|,|M2 |,|P|,|95015720061|,|18K|,|Z1200|,|PAC  |
|1996|,|0008274|,|C00000935|,|Sen Gene Green Congressional Campaign|,||,||,|  |,|     |,||,|Z1200|,01/31/1995,3000.0,|C00000935|,|D|,|C00254185|,|DP|,|Z5200|,|N|,|M2 |,|P|,|95015720061|,|18K|,|Z1200|,|PAC  |
|1996|,|0008275|,|C00000935|,|Hastings for Congress|,||,||,|  |,|     |,||,|Z1200|,01/25/1995,5000.0,|C00000935|,|D|,|C00269837|,|DP|,|Z5200|,|N|,|M2 |,|P|,|95015720061|,|18K|,|Z1200|,|PAC  |
|1996|,|0008276|,|C00000935|,|Hefner for Congress Cmte|,||,||,|  |,|     |,||,|Z1200|,01/31/1995,5000.0,|C00000935|,|D|,|C00015149|,|DP|,|Z5200|,|N|,|M2 |,|P|,|95015720062|,|18K|,|Z1200|,|PAC  |
|1996|,|0008277|,|C00000935|,|Hoyer for Congress|,||,||,|  |,|     |,||,|Z1200|,01/25/1995,5000.0,|C00000935|,|D|,|C00140715|,|DP|,|Z5200|,|N|,|M2 |,|P|,|95015720062|,|18K|,|Z1200|,|PAC  |
|1996|,|0008278|,|C00000935|,|Intl Brotherhood of Electrical Workers|,||,||,|  |,|     |,||,|LC150|,01/27/1995,14500.0,|C00000935|,|D|,|C00027342|,|DP|,|Z5200|,|N|,|M2 |,|P|,|95015720062|,|18K|,|LC150|,|PAC  |
|1996|,|0008279|,|C00000935|,|John Lewis for Congress|,||,||,|  |,|     |,||,|Z1200|,01/25/1995,5000.0,|C00000935|,|D|,|C00202416|,|DP|,|Z5200|,|N|,|M2 |,|P|,|95015720062|,|18K|,|Z1200|,|PAC  |
|1996|,|0008280|,|C00000935|,|Julian C Dixon Democrat for Congress|,||,||,|  |,|     |,||,|Z1200|,01/31/1995,5000.0,|C00000935|,|D|,|C00088666|,|DP|,|Z5200|,|N|,|M2 |,|P|,|95015720063|,|18K|,|Z1200|,|PAC  |
|1996|,|0008281|,|C00000935|,|Moran for Congress 96|,||,||,|  |,|     |,||,|Z1200|,01/27/1995,2000.0,|C00000935|,|D|,|C00241349|,|DP|,|Z5200|,|N|,|M2 |,|P|,|95015720063|,|18K|,|Z1200|,|PAC  |
|1996|,|0008282|,|C00000935|,|National Cmte/Preserve Social Security|,||,||,|  |,|     |,||,|J7200|,01/20/1995,14250.0,|C00000935|,|D|,|C00172296|,|DP|,|Z5200|,|N|,|M2 |,|P|,|95015720063|,|18K|,|J7200|,|PAC  |
|1996|,|0008283|,|C00000935|,|National Education Assn|,||,||,|  |,|     |,||,|L1300|,01/25/1995,15000.0,|C00000935|,|D|,|C00003251|,|DP|,|Z5200|,|N|,|M2 |,|P|,|95015720063|,|18K|,|L1300|,|PAC  |
|1996|,|0008284|,|C00000935|,|Pepper, Hamilton & Scheetz|,||,||,|  |,|     |,||,|K1000|,01/31/1995,5000.0,|C00000935|,|D|,|C00279927|,|DP|,|Z5200|,|N|,|M2 |,|P|,|95015720064|,|18K|,|K1000|,|PAC  |
|1996|,|0354161|,|C00000901|,|Del Webb Corp|,||,||,|  |,|     |,||,|F4100|,12/21/1995,5000.0,|C00000901|,,|C00170480|,|PB|,|B2000|,|N|,|YE |,|P|,|96030152278|,|18K|,|F4100|,|PAC  |
|1996|,|0587266|,|C00000901|,|National Assn of Home Builders|,||,||,|  |,|     |,||,|B2000|,02/06/1996,15000.0,|C00002931|,|R|,|C00002931|,|RP|,|Z5100|,|N|,|M3 |,|P|,|96030343448|,|24K|,|B2000|,|PAC  |
|1996|,|0587285|,|C00000901|,|National Assn of Home Builders|,||,||,|  |,|     |,||,|B2000|,02/15/1996,15000.0,|C00010603|,|D|,|C00010603|,|DP|,|Z5200|,|N|,|M3 |,|P|,|96030343450|,|24K|,|B2000|,|PAC  |
|1996|,|0587287|,|C00000901|,|National Assn of Home Builders|,||,||,|  |,|     |,||,|B2000|,02/21/1996,15000.0,|C00003418|,|R|,|C00003418|,|RP|,|Z5100|,|N|,|M3 |,|P|,|96030343450|,|24K|,|B2000|,|PAC  |
|1996|,|0668500|,|C00000901|,|National Assn of Home Builders|,||,||,|  |,|     |,||,|B2000|,03/20/1996,15000.0,|C00000935|,|D|,|C00000935|,|DP|,|Z5200|,|N|,|M4 |,|P|,|96030441088|,|24K|,|B2000|,|PAC  |
|1996|,|0668572|,|C00000901|,|National Assn of Home Builders|,||,||,|  |,|     |,||,|B2000|,03/28/1996,15000.0,|C00042366|,|D|,|C00042366|,|DP|,|Z5200|,|N|,|M4 |,|P|,|96030441096|,|24K|,|B2000|,|PAC  |
|1996|,|0762559|,|C00000901|,|Oregon Building Industry Assn|,||,||,|  |,|     |,||,|B2000|,02/27/1996,500.0,|C00000901|,,|C00082909|,|PB|,|B2000|,|A|,|M3 |,|P|,|96030441070|,|18K|,|B2000|,|PAC  |
|1996|,|0805365|,|C00000901|,|Oregon Building Industry Assn|,||,||,|  |,|     |,||,|B2000|,04/04/1996,500.0,|C00000901|,,|C00082909|,|PB|,|B2000|,|N|,|M5 |,|P|,|96030545402|,|18K|,|B2000|,|PAC  |
|1996|,|0810914|,|C00000901|,|National Assn of Home Builders|,||,||,|  |,|     |,||,|B2000|,05/01/1996,15000.0,|C00027466|,|R|,|C00027466|,|RP|,|Z5100|,|N|,|M6 |,|P|,|96030555455|,|24K|,|B2000|,|PAC  |
|1996|,|0919324|,|C00000885|,|Painters & Allied Trades Union|,||,||,|  |,|     |,||,|LB100|,05/07/1996,15000.0,|C00010603|,|D|,|C00010603|,|DP|,|Z5200|,|N|,|Q2 |,|P|,|96030671069|,|24K|,|LB100|,|PAC  |
|1996|,|0919330|,|C00000885|,|Painters & Allied Trades Union|,||,||,|  |,|     |,||,|LB100|,04/22/1996,5000.0,|C00302067|,|D|,|C00302067|,|PI|,|J2100|,|N|,|Q2 |,|P|,|96030671070|,|24K|,|LB100|,|PAC  |
|1996|,|1381267|,|C00000885|,|Painters & Allied Trades Union|,||,||,|  |,|     |,||,|LB100|,08/23/1996,5000.0,|C00147512|,,|C00147512|,|PI|,|J7500|,|N|,|Q3 |,|P|,|96031103281|,|24K|,|LB100|,|PAC  |
|1996|,|0011691|,|C00000901|,|National Assn of Home Builders|,||,||,|  |,|     |,||,|B2000|,02/06/1995,15000.0,|C00003418|,|R|,|C00003418|,|RP|,|Z5100|,|N|,|M3 |,|P|,|95039693172|,|24K|,|B2000|,|PAC  |
|1996|,|0011736|,|C00000901|,|National Assn of Home Builders|,||,||,|  |,|     |,||,|B2000|,02/15/1995,15000.0,|C00042366|,|D|,|C00042366|,|DP|,|Z5200|,|N|,|M3 |,|P|,|95039693176|,|24K|,|B2000|,|PAC  |
|1996|,|0045695|,|C00000901|,|National Assn of Home Builders|,||,||,|  |,|     |,||,|B2000|,03/15/1995,15000.0,|C00002931|,|R|,|C00002931|,|RP|,|Z5100|,|N|,|M4 |,|P|,|95039743633|,|24K|,|B2000|,|PAC  |
|1996|,|0066221|,|C00000901|,|National Assn of Home Builders|,||,||,|  |,|     |,||,|B2000|,05/02/1995,15000.0,|C00027466|,|R|,|C00027466|,|RP|,|Z5100|,|N|,|M6 |,|P|,|95039794565|,|24K|,|B2000|,|PAC  |
|1996|,|0066225|,|C00000901|,|National Assn of Home Builders|,||,||,|  |,|     |,||,|B2000|,05/03/1995,15000.0,|C00000935|,|D|,|C00000935|,|DP|,|Z5200|,|N|,|M6 |,|P|,|95039794566|,|24K|,|B2000|,|PAC  |
|1996|,|0066229|,|C00000901|,|National Assn of Home Builders|,||,||,|  |,|     |,||,|B2000|,05/30/1995,15000.0,|C00000935|,|D|,|C00000935|,|DP|,|Z5200|,|N|,|M6 |,|P|,|95039794566|,|24K|,|B2000|,|PAC  |
|1996|,|1132259|,|C00000745|,|Yates for Congress|,||,||,|  |,|     |,||,|Z1200|,07/25/1996,5000.0,|C00000935|,|D|,|C00000935|,|DP|,|Z5200|,|N|,|Q3 |,|G|,|96030861252|,|24K|,|Z1200|,|PAC  |
|1996|,|1132260|,|C00000745|,|Yates for Congress|,||,||,|  |,|     |,||,|Z1200|,09/05/1996,10000.0,|C00000935|,|D|,|C00000935|,|DP|,|Z5200|,|N|,|Q3 |,|G|,|96030861252|,|24K|,|Z1200|,|PAC  |
|1996|,|1132261|,|C00000745|,|Yates for Congress|,||,||,|  |,|     |,||,|Z1200|,09/15/1996,5000.0,|C00000935|,|D|,|C00000935|,|DP|,|Z5200|,|N|,|Q3 |,|G|,|96030861252|,|24K|,|Z1200|,|PAC  |
|1996|,|0090433|,|C00000794|,|Lent & Scrivner|,||,||,|  |,|     |,||,|K2000|,01/12/1995,1000.0,|C00002931|,|R|,|C00002931|,|RP|,|Z5100|,|N|,|MY |,|P|,|95039851832|,|24K|,|K2000|,|PAC  |
|1996|,|0090434|,|C00000794|,|Lent & Scrivner|,||,||,|  |,|     |,||,|K2000|,05/28/1995,200.0,|C00002931|,|R|,|C00002931|,|RP|,|Z5100|,|N|,|MY |,|P|,|95039851832|,|24K|,|K2000|,|PAC  |
